Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,Wilderness_Area,Soil_Type
2762,149,21,42,13,421,242,234,110,2647,Lodgepole Pine,Rawah,_13
2715,16,19,360,-32,1441,201,198,130,1839,Lodgepole Pine,Comanche Peak,_32
2675,17,13,277,68,899,208,212,139,2952,Lodgepole Pine,Comanche Peak,_14
3200,107,16,306,95,1236,246,219,97,2359,Lodgepole Pine,Comanche Peak,_31
3033,143,18,42,12,816,243,234,113,272,Lodgepole Pine,Rawah,_35
2746,38,17,309,119,797,218,201,113,1019,Lodgepole Pine,Rawah,_35
2894,214,28,150,65,2393,182,253,192,2043,Lodgepole Pine,Rawah,_15
2512,260,12,67,5,1020,190,247,195,1055,Lodgepole Pine,Neota,_8
3012,137,32,532,235,942,249,210,62,902,Lodgepole Pine,Comanche Peak,_32
2522,47,12,210,9,1213,224,213,121,4246,Lodgepole Pine,Comanche Peak,_20
3261,246,9,750,160,6159,201,247,184,2520,Lodgepole Pine,Comanche Peak,_31
3234,14,19,192,43,1950,199,198,131,2014,Lodgepole Pine,Rawah,_35
2949,152,6,540,122,4837,227,240,147,5193,Lodgepole Pine,Comanche Peak,_14
2874,240,26,30,12,2656,162,251,217,1440,Lodgepole Pine,Rawah,_15
2944,148,11,335,27,738,234,239,135,2305,Lodgepole Pine,Rawah,_34
3048,278,2,60,0,2802,214,239,162,631,Lodgepole Pine,Comanche Peak,_25
2971,307,17,330,40,1934,172,228,196,1530,Lodgepole Pine,Rawah,_33
2936,15,3,242,7,5005,217,233,154,2123,Lodgepole Pine,Comanche Peak,_31
2927,212,6,362,43,1489,215,246,167,1282,Lodgepole Pine,Rawah,_34
3001,173,13,300,22,1626,228,246,148,1170,Lodgepole Pine,Comanche Peak,_25
2741,59,6,190,3,2766,224,228,139,2205,Lodgepole Pine,Comanche Peak,_14
2896,91,11,633,64,421,237,223,115,1209,Lodgepole Pine,Rawah,_13
2808,338,11,120,55,1273,196,225,167,1203,Lodgepole Pine,Rawah,_25
2673,110,16,150,31,1998,245,221,100,769,Lodgepole Pine,Rawah,_13
2856,273,18,430,210,1064,169,242,211,1794,Lodgepole Pine,Rawah,_35
3035,108,3,1100,235,2890,225,236,146,1207,Lodgepole Pine,Rawah,_36
3037,0,0,564,65,5547,218,238,156,6445,Lodgepole Pine,Comanche Peak,_14
2865,122,12,228,44,2356,240,231,119,2724,Lodgepole Pine,Comanche Peak,_31
3214,225,5,659,30,1006,213,245,169,2040,Lodgepole Pine,Rawah,_33
2887,135,11,268,54,2930,237,236,128,2249,Lodgepole Pine,Comanche Peak,_14
2539,78,8,417,15,1068,231,226,128,4027,Lodgepole Pine,Comanche Peak,_20
2742,325,15,153,50,1426,182,223,180,2273,Lodgepole Pine,Comanche Peak,_31
3248,330,8,469,208,3017,202,231,168,3123,Lodgepole Pine,Rawah,_33
3001,1,32,488,26,4082,158,163,129,2292,Lodgepole Pine,Comanche Peak,_31
2840,267,37,270,131,2416,103,225,246,750,Lodgepole Pine,Rawah,_15
2914,74,9,0,0,3637,231,223,125,1325,Lodgepole Pine,Comanche Peak,_25
2857,310,11,30,13,5897,190,233,183,4518,Lodgepole Pine,Comanche Peak,_26
2832,321,20,108,34,3127,164,216,190,404,Lodgepole Pine,Rawah,_12
2979,195,33,212,83,1911,195,245,162,2143,Lodgepole Pine,Rawah,_35
2893,53,9,0,0,3144,226,221,129,2420,Lodgepole Pine,Comanche Peak,_31
3094,192,25,216,75,3026,209,250,161,1338,Lodgepole Pine,Rawah,_35
2954,112,10,124,8,1342,238,229,121,2144,Lodgepole Pine,Comanche Peak,_24
3051,234,8,558,-7,180,206,248,178,1273,Lodgepole Pine,Rawah,_25
2995,25,5,618,258,3456,218,229,148,1224,Lodgepole Pine,Comanche Peak,_14
2943,88,11,175,25,1008,237,221,114,2155,Lodgepole Pine,Rawah,_34
2970,327,20,95,27,1381,166,212,184,2331,Lodgepole Pine,Rawah,_35
2895,7,15,524,100,3092,201,209,144,1316,Lodgepole Pine,Rawah,_34
3288,326,3,297,42,384,211,235,163,1259,Lodgepole Pine,Cache la Poudre,_34
2926,299,24,175,99,5318,147,223,213,4899,Lodgepole Pine,Comanche Peak,_26
2939,52,3,218,32,3529,221,233,149,4713,Lodgepole Pine,Comanche Peak,_14
2924,90,4,162,-4,931,226,233,143,2221,Lodgepole Pine,Comanche Peak,_25
2703,252,34,124,66,900,127,240,237,1490,Lodgepole Pine,Rawah,_15
2991,144,6,124,9,4846,230,239,143,5020,Lodgepole Pine,Comanche Peak,_31
2775,138,6,170,26,3059,230,238,141,2402,Lodgepole Pine,Comanche Peak,_14
2785,33,16,95,12,2694,215,202,118,4435,Lodgepole Pine,Comanche Peak,_14
2864,317,17,192,74,3152,173,223,189,492,Lodgepole Pine,Rawah,_34
3001,295,7,192,28,2263,201,238,177,1001,Lodgepole Pine,Rawah,_24
2472,0,11,30,-2,553,204,220,153,1129,Lodgepole Pine,Neota,_12
2963,50,11,60,12,3676,225,217,125,1678,Lodgepole Pine,Comanche Peak,_31
2984,1,11,95,9,924,205,220,152,2213,Lodgepole Pine,Comanche Peak,_31
2795,312,21,85,27,3661,159,219,198,5640,Lodgepole Pine,Comanche Peak,_31
2793,13,11,300,99,1434,209,217,144,782,Lodgepole Pine,Rawah,_34
2854,331,12,170,43,4168,192,225,172,5175,Lodgepole Pine,Comanche Peak,_31
3268,315,11,509,97,573,190,231,181,492,Lodgepole Pine,Cache la Poudre,_26
3135,60,16,150,55,2964,231,204,101,1026,Lodgepole Pine,Rawah,_34
2988,123,10,451,69,5009,237,233,127,5448,Lodgepole Pine,Comanche Peak,_14
2737,74,10,0,0,1340,232,222,122,2130,Lodgepole Pine,Comanche Peak,_31
3079,34,10,242,8,3893,219,218,134,1926,Lodgepole Pine,Comanche Peak,_31
2641,357,15,216,61,1188,195,211,153,979,Lodgepole Pine,Comanche Peak,_31
2544,61,19,306,31,997,232,198,91,1008,Lodgepole Pine,Rawah,_12
2923,137,8,242,60,1681,233,237,135,1348,Lodgepole Pine,Comanche Peak,_31
2918,189,21,306,72,2207,215,250,159,1536,Lodgepole Pine,Rawah,_15
2507,171,3,67,1,124,221,240,155,1040,Lodgepole Pine,Comanche Peak,_22
2997,296,20,95,24,1410,159,229,208,1992,Lodgepole Pine,Rawah,_34
3088,237,7,212,22,5702,209,246,175,2106,Lodgepole Pine,Comanche Peak,_24
2883,90,5,376,71,2497,227,232,139,2089,Lodgepole Pine,Comanche Peak,_14
2772,26,10,638,94,2681,215,218,138,1624,Lodgepole Pine,Rawah,_34
2816,111,19,285,61,1874,249,216,87,2825,Lodgepole Pine,Comanche Peak,_31
2822,42,13,540,82,2373,222,212,123,2539,Lodgepole Pine,Comanche Peak,_14
3054,251,10,713,55,5651,198,247,187,3369,Lodgepole Pine,Comanche Peak,_31
2607,208,11,0,0,1482,212,250,172,216,Lodgepole Pine,Rawah,_6
3300,319,4,242,76,1230,208,235,166,2385,Lodgepole Pine,Comanche Peak,_1
2920,320,8,0,0,4133,199,233,173,510,Lodgepole Pine,Comanche Peak,_31
2827,74,8,361,29,693,230,226,129,301,Lodgepole Pine,Comanche Peak,_31
2690,74,3,524,78,875,224,233,144,1442,Lodgepole Pine,Comanche Peak,_14
3081,199,14,741,284,2258,215,251,168,1140,Lodgepole Pine,Rawah,_15
2710,125,17,85,20,2560,246,226,103,4819,Lodgepole Pine,Comanche Peak,_14
2744,121,14,85,17,1510,243,228,111,2120,Lodgepole Pine,Comanche Peak,_14
3062,106,14,242,0,3690,243,222,104,210,Lodgepole Pine,Comanche Peak,_31
2657,52,5,134,15,162,223,228,141,691,Lodgepole Pine,Rawah,_13
2939,61,19,371,162,3721,232,197,90,2542,Lodgepole Pine,Comanche Peak,_32
2954,69,3,301,-5,1182,223,233,145,2040,Lodgepole Pine,Comanche Peak,_25
3037,90,2,750,151,5784,222,236,150,5334,Lodgepole Pine,Comanche Peak,_14
3174,223,8,240,42,979,210,248,174,1765,Lodgepole Pine,Rawah,_34
2945,92,19,540,149,1084,246,208,84,841,Lodgepole Pine,Comanche Peak,_31
2901,134,26,418,123,2072,250,218,79,1936,Lodgepole Pine,Rawah,_15
2639,52,11,0,0,850,226,216,123,1318,Lodgepole Pine,Rawah,_35
2712,270,23,85,38,1717,154,241,223,1205,Lodgepole Pine,Rawah,_15
3106,258,14,330,52,560,186,247,199,973,Lodgepole Pine,Rawah,_34
2797,204,36,247,121,2547,177,245,177,872,Lodgepole Pine,Rawah,_6
2965,210,9,459,56,6004,213,249,171,5405,Lodgepole Pine,Comanche Peak,_31
3028,112,18,124,20,685,248,218,91,1430,Lodgepole Pine,Rawah,_25
2888,108,6,319,69,2886,231,233,136,2101,Lodgepole Pine,Comanche Peak,_14
2669,58,9,309,-1,1426,227,221,127,853,Lodgepole Pine,Comanche Peak,_31
2794,38,19,256,37,912,217,196,108,696,Lodgepole Pine,Rawah,_33
2511,82,8,180,30,1006,232,225,126,4668,Lodgepole Pine,Comanche Peak,_20
3217,43,8,391,69,5708,222,222,135,2377,Lodgepole Pine,Comanche Peak,_31
2795,37,18,175,49,1397,216,196,109,2614,Lodgepole Pine,Rawah,_13
3116,322,20,300,75,2067,165,216,189,1868,Lodgepole Pine,Rawah,_35
2826,125,10,382,25,2466,236,233,127,2724,Lodgepole Pine,Comanche Peak,_32
2982,177,14,532,96,1518,226,247,150,1825,Lodgepole Pine,Rawah,_34
2543,265,17,216,66,509,174,245,209,685,Lodgepole Pine,Neota,_12
2904,48,15,247,94,247,224,207,114,577,Lodgepole Pine,Comanche Peak,_31
2785,147,24,201,118,3151,244,229,99,6150,Lodgepole Pine,Comanche Peak,_32
2998,223,8,306,20,5133,210,248,174,6039,Lodgepole Pine,Comanche Peak,_14
2745,70,12,484,62,457,233,215,112,1155,Lodgepole Pine,Rawah,_13
2908,38,8,450,38,3032,220,222,137,3631,Lodgepole Pine,Comanche Peak,_14
2918,46,24,162,-7,1148,219,179,81,1673,Lodgepole Pine,Comanche Peak,_32
3241,6,19,474,66,3255,194,200,140,3048,Lodgepole Pine,Rawah,_26
3206,173,11,256,46,3615,227,246,149,1654,Lodgepole Pine,Rawah,_34
3368,325,19,323,91,2317,171,217,184,2347,Lodgepole Pine,Cache la Poudre,_35
3324,346,18,706,196,1207,182,208,163,2315,Lodgepole Pine,Rawah,_34
2819,68,18,67,17,2029,236,201,90,2630,Lodgepole Pine,Comanche Peak,_31
3253,256,21,576,118,379,167,248,216,2254,Lodgepole Pine,Rawah,_35
3192,97,4,127,1,5603,226,234,143,3137,Lodgepole Pine,Comanche Peak,_25
2947,240,34,641,10,3805,138,244,228,1341,Lodgepole Pine,Rawah,_15
2791,306,12,162,42,3330,186,233,187,5971,Lodgepole Pine,Comanche Peak,_31
2590,54,10,180,71,1597,226,218,124,1915,Lodgepole Pine,Rawah,_13
3177,126,17,437,-144,319,246,227,104,3881,Lodgepole Pine,Cache la Poudre,_24
2942,2,32,342,92,2658,160,163,127,2524,Lodgepole Pine,Comanche Peak,_31
2705,96,9,335,88,1170,234,228,125,558,Lodgepole Pine,Comanche Peak,_31
2688,47,12,360,21,1652,224,214,122,6081,Lodgepole Pine,Comanche Peak,_14
2858,101,5,42,7,2605,228,233,139,2147,Lodgepole Pine,Comanche Peak,_31
2899,78,11,594,146,1513,234,220,116,895,Lodgepole Pine,Rawah,_34
2960,339,19,418,65,949,177,210,170,1731,Lodgepole Pine,Rawah,_35
2679,270,32,339,155,1065,120,231,239,1530,Lodgepole Pine,Rawah,_30
2853,8,5,573,21,630,214,230,153,1296,Lodgepole Pine,Rawah,_13
2815,47,8,400,39,2282,223,222,133,2333,Lodgepole Pine,Comanche Peak,_25
3008,103,8,42,4,6279,234,230,127,3202,Lodgepole Pine,Comanche Peak,_31
2903,224,20,134,58,968,189,254,196,272,Lodgepole Pine,Rawah,_35
2745,121,10,30,4,1710,237,232,126,778,Lodgepole Pine,Comanche Peak,_22
3086,79,10,127,7,5109,233,223,121,2017,Lodgepole Pine,Comanche Peak,_31
2991,347,13,524,96,1053,194,218,162,1785,Lodgepole Pine,Rawah,_35
2988,278,5,170,23,4752,206,241,173,5831,Lodgepole Pine,Comanche Peak,_14
2857,60,25,404,93,1177,230,178,66,2071,Lodgepole Pine,Rawah,_35
3067,320,11,430,39,845,191,229,178,1026,Lodgepole Pine,Cache la Poudre,_25
2184,310,14,127,40,390,180,230,189,417,Lodgepole Pine,Neota,_12
3136,251,13,693,207,5896,191,249,195,1362,Lodgepole Pine,Comanche Peak,_31
3083,97,12,150,-12,6774,240,222,110,2830,Lodgepole Pine,Comanche Peak,_32
2997,306,18,319,66,2932,167,227,199,1354,Lodgepole Pine,Rawah,_34
2932,17,10,335,49,4357,212,219,144,6433,Lodgepole Pine,Comanche Peak,_14
2840,99,10,350,45,3355,236,227,121,6414,Lodgepole Pine,Comanche Peak,_32
3096,180,8,210,-22,1883,223,245,155,2036,Lodgepole Pine,Rawah,_15
2878,279,27,446,71,2297,137,232,229,454,Lodgepole Pine,Rawah,_35
3036,256,11,30,5,3030,194,247,191,1235,Lodgepole Pine,Rawah,_35
2817,95,8,360,30,573,234,228,126,335,Lodgepole Pine,Comanche Peak,_31
2835,171,14,309,82,3407,229,245,144,3102,Lodgepole Pine,Comanche Peak,_14
2896,20,13,175,32,2814,211,212,136,2068,Lodgepole Pine,Comanche Peak,_31
2695,258,12,170,34,1015,191,247,195,1630,Lodgepole Pine,Comanche Peak,_32
2975,248,3,691,82,6092,214,241,165,5988,Lodgepole Pine,Comanche Peak,_31
2697,215,31,418,99,2190,174,251,195,1740,Lodgepole Pine,Rawah,_6
2540,350,33,270,103,658,143,166,148,1362,Lodgepole Pine,Rawah,_35
3011,66,5,162,-8,4228,225,230,141,1172,Lodgepole Pine,Comanche Peak,_31
2932,117,1,277,3,5009,220,237,153,2084,Lodgepole Pine,Comanche Peak,_31
3048,51,3,210,0,2694,221,232,147,750,Lodgepole Pine,Comanche Peak,_25
2724,51,14,537,54,1342,226,210,115,1500,Lodgepole Pine,Comanche Peak,_25
2714,160,19,85,21,1530,236,240,127,2454,Lodgepole Pine,Rawah,_6
2978,100,7,228,26,4575,231,231,133,5604,Lodgepole Pine,Comanche Peak,_14
3104,183,10,514,42,258,223,247,156,1560,Lodgepole Pine,Rawah,_25
2936,230,7,360,36,5446,209,247,175,4597,Lodgepole Pine,Comanche Peak,_31
2658,30,15,240,-27,872,214,206,124,1800,Lodgepole Pine,Comanche Peak,_22
2961,303,20,819,196,953,160,226,204,2474,Lodgepole Pine,Rawah,_34
2803,283,18,192,53,2071,166,238,210,997,Lodgepole Pine,Rawah,_33
2818,344,11,0,0,5275,198,223,164,4565,Lodgepole Pine,Comanche Peak,_31
3027,115,5,295,71,4054,229,235,140,2457,Lodgepole Pine,Comanche Peak,_31
3260,96,6,492,69,5723,231,231,133,2856,Lodgepole Pine,Comanche Peak,_31
2777,331,2,30,5,1920,213,236,160,1383,Lodgepole Pine,Comanche Peak,_31
3134,312,14,216,24,1910,182,229,187,2672,Lodgepole Pine,Rawah,_34
2919,63,14,201,26,4643,232,211,109,1637,Lodgepole Pine,Comanche Peak,_32
2923,264,9,216,70,1032,199,244,185,1897,Lodgepole Pine,Comanche Peak,_14
2906,151,8,182,6,5009,231,240,141,4566,Lodgepole Pine,Comanche Peak,_32
3000,336,6,658,90,1477,206,231,164,2187,Lodgepole Pine,Rawah,_34
2870,22,19,255,59,679,205,197,123,564,Lodgepole Pine,Rawah,_33
2947,285,27,127,46,2697,136,228,227,306,Lodgepole Pine,Rawah,_35
2609,129,10,134,23,1172,237,234,126,510,Lodgepole Pine,Comanche Peak,_32
2953,46,30,162,26,1500,213,161,63,1222,Lodgepole Pine,Rawah,_34
3364,65,5,638,73,2147,225,230,140,2748,Lodgepole Pine,Cache la Poudre,_40
3161,233,7,420,59,162,208,247,176,2900,Lodgepole Pine,Rawah,_25
3201,144,6,1032,101,3076,229,239,143,2461,Lodgepole Pine,Rawah,_34
2952,353,10,212,-12,6081,203,222,158,3267,Lodgepole Pine,Comanche Peak,_22
2786,76,25,150,30,3101,242,185,60,1443,Lodgepole Pine,Rawah,_12
2985,94,10,331,17,5766,236,225,119,3825,Lodgepole Pine,Comanche Peak,_31
2853,180,4,67,0,2873,221,242,156,2547,Lodgepole Pine,Comanche Peak,_31
3104,315,7,218,35,426,201,234,172,1410,Lodgepole Pine,Comanche Peak,_24
2907,8,19,285,20,1797,195,199,137,2534,Lodgepole Pine,Rawah,_35
2952,10,16,150,34,3118,201,206,140,2145,Lodgepole Pine,Comanche Peak,_31
2962,330,9,120,17,4696,199,229,170,5901,Lodgepole Pine,Comanche Peak,_14
2913,132,6,418,10,4567,229,237,141,4429,Lodgepole Pine,Comanche Peak,_10
3243,142,16,272,-87,492,241,235,117,3510,Lodgepole Pine,Cache la Poudre,_27
2533,108,5,270,-9,376,228,234,141,1226,Lodgepole Pine,Comanche Peak,_20
3262,92,6,150,22,5212,230,230,133,541,Lodgepole Pine,Comanche Peak,_31
2802,90,5,67,11,2463,228,231,137,1771,Lodgepole Pine,Comanche Peak,_25
2847,324,21,95,24,2480,162,213,188,765,Lodgepole Pine,Rawah,_33
2745,7,15,90,23,3062,201,209,144,6247,Lodgepole Pine,Comanche Peak,_31
3117,208,25,67,26,3466,193,253,183,671,Lodgepole Pine,Rawah,_35
2959,45,3,390,44,3716,220,233,150,5623,Lodgepole Pine,Comanche Peak,_31
2854,190,19,309,176,2571,216,251,161,890,Lodgepole Pine,Rawah,_6
2804,90,14,153,-8,3247,240,218,105,2534,Lodgepole Pine,Comanche Peak,_14
3004,30,9,811,78,5555,218,220,137,6166,Lodgepole Pine,Comanche Peak,_31
2922,64,15,499,53,1825,233,207,103,2692,Lodgepole Pine,Rawah,_33
2995,90,5,335,30,5277,228,231,137,5894,Lodgepole Pine,Comanche Peak,_14
2942,101,9,492,14,981,235,228,124,2170,Lodgepole Pine,Comanche Peak,_25
2950,124,7,60,-2,711,232,235,136,1952,Lodgepole Pine,Comanche Peak,_31
2869,54,20,242,54,983,227,192,89,571,Lodgepole Pine,Rawah,_35
3208,289,14,511,33,589,181,238,197,969,Lodgepole Pine,Rawah,_34
2550,25,14,277,49,335,213,210,131,924,Lodgepole Pine,Comanche Peak,_14
2816,243,38,190,107,2240,123,239,234,934,Lodgepole Pine,Rawah,_15
3028,227,8,67,8,1291,209,248,175,973,Lodgepole Pine,Rawah,_34
2809,67,9,242,82,1148,229,222,125,553,Lodgepole Pine,Rawah,_34
2817,64,21,85,25,1087,234,192,81,2255,Lodgepole Pine,Rawah,_35
3076,18,4,0,0,3340,217,231,152,1191,Lodgepole Pine,Comanche Peak,_25
2612,104,15,85,8,3153,245,219,99,2282,Lodgepole Pine,Rawah,_13
2927,287,12,360,81,5070,186,239,193,503,Lodgepole Pine,Comanche Peak,_31
2982,230,12,543,82,5685,202,251,185,4045,Lodgepole Pine,Comanche Peak,_31
2705,47,9,488,88,908,223,221,132,849,Lodgepole Pine,Comanche Peak,_14
2755,69,11,170,13,2760,231,219,119,4698,Lodgepole Pine,Comanche Peak,_26
2831,166,22,351,168,2480,233,241,128,799,Lodgepole Pine,Rawah,_6
3115,258,15,659,78,2080,183,248,203,883,Lodgepole Pine,Rawah,_34
2778,356,3,192,25,782,214,234,157,1996,Lodgepole Pine,Rawah,_13
3075,2,18,488,24,1994,193,204,147,1399,Lodgepole Pine,Rawah,_34
2942,101,10,430,-42,3903,236,227,121,5825,Lodgepole Pine,Comanche Peak,_22
2555,350,12,120,9,1103,198,219,160,2301,Lodgepole Pine,Rawah,_13
2615,22,15,30,6,1889,209,207,131,4572,Lodgepole Pine,Comanche Peak,_31
2960,353,22,607,91,2300,178,197,154,1663,Lodgepole Pine,Rawah,_26
3306,6,18,60,17,4951,195,202,141,277,Lodgepole Pine,Comanche Peak,_31
2818,342,26,258,117,2881,159,192,166,1857,Lodgepole Pine,Comanche Peak,_31
2859,160,8,247,10,3098,228,242,146,2860,Lodgepole Pine,Comanche Peak,_14
2739,99,10,60,0,2642,237,226,119,4566,Lodgepole Pine,Comanche Peak,_31
3029,74,18,234,24,4518,239,203,89,858,Lodgepole Pine,Comanche Peak,_31
2767,295,7,240,13,2580,201,238,177,1774,Lodgepole Pine,Comanche Peak,_14
2995,129,18,330,0,4344,247,226,101,2356,Lodgepole Pine,Comanche Peak,_31
3048,195,11,716,251,2116,218,249,164,1027,Lodgepole Pine,Rawah,_15
3150,172,15,120,31,1998,229,246,145,2631,Lodgepole Pine,Comanche Peak,_31
2794,95,18,150,14,2839,245,211,89,182,Lodgepole Pine,Rawah,_12
3047,288,13,510,-21,1967,184,238,194,2381,Lodgepole Pine,Rawah,_33
3055,345,17,150,38,1082,185,212,164,1500,Lodgepole Pine,Rawah,_34
2568,71,13,175,42,742,234,214,110,3468,Lodgepole Pine,Comanche Peak,_31
2835,76,20,60,22,871,241,198,78,2070,Lodgepole Pine,Rawah,_35
2872,268,19,212,64,2201,169,244,213,1075,Lodgepole Pine,Rawah,_33
2913,144,8,446,10,4538,232,239,138,4452,Lodgepole Pine,Comanche Peak,_25
3105,87,19,912,295,916,245,204,81,1465,Lodgepole Pine,Comanche Peak,_31
2877,39,7,255,23,3903,221,225,140,6452,Lodgepole Pine,Comanche Peak,_14
2961,58,6,90,7,1587,225,227,137,882,Lodgepole Pine,Rawah,_34
3241,233,18,616,150,4054,187,253,199,816,Lodgepole Pine,Rawah,_35
2939,165,13,342,53,1890,231,244,142,1855,Lodgepole Pine,Rawah,_25
3058,292,9,0,0,2066,196,239,183,1332,Lodgepole Pine,Rawah,_24
3290,224,20,450,143,1294,189,254,196,4328,Lodgepole Pine,Cache la Poudre,_34
2984,70,16,134,-16,3885,235,208,100,1355,Lodgepole Pine,Comanche Peak,_31
3222,267,19,591,156,6067,168,244,213,2001,Lodgepole Pine,Comanche Peak,_32
2984,86,16,210,58,5400,241,212,97,1687,Lodgepole Pine,Comanche Peak,_31
2879,160,14,725,102,2279,234,242,135,1663,Lodgepole Pine,Rawah,_15
3031,208,8,853,135,5803,215,248,169,5582,Lodgepole Pine,Comanche Peak,_31
2703,214,17,60,1,1677,202,254,183,1218,Lodgepole Pine,Rawah,_6
3063,126,6,450,-2,1438,231,236,138,1358,Lodgepole Pine,Comanche Peak,_31
2746,135,8,150,7,2105,234,237,134,1328,Lodgepole Pine,Comanche Peak,_14
2859,146,17,150,34,2769,241,235,117,2940,Lodgepole Pine,Comanche Peak,_32
2872,53,10,430,40,630,226,218,126,1338,Lodgepole Pine,Rawah,_13
3071,127,11,242,7,3798,239,232,122,313,Lodgepole Pine,Comanche Peak,_31
2959,55,11,566,66,708,227,215,120,1825,Lodgepole Pine,Comanche Peak,_31
2610,355,29,120,34,1697,159,175,143,1347,Lodgepole Pine,Rawah,_12
2666,358,25,30,13,1120,173,186,143,3192,Lodgepole Pine,Comanche Peak,_32
2613,341,15,531,72,680,187,216,167,2663,Lodgepole Pine,Comanche Peak,_14
2873,136,15,60,10,2826,242,233,116,1905,Lodgepole Pine,Comanche Peak,_31
2732,24,18,120,64,1215,207,198,122,1989,Lodgepole Pine,Rawah,_35
2871,146,21,30,5,3125,244,232,106,2789,Lodgepole Pine,Comanche Peak,_25
2634,35,12,277,0,1155,219,214,129,1651,Lodgepole Pine,Rawah,_13
3133,61,7,30,2,1173,226,225,133,2260,Lodgepole Pine,Comanche Peak,_32
2679,269,32,319,155,1082,121,232,239,1500,Lodgepole Pine,Rawah,_30
2945,221,15,153,14,1940,200,253,186,1343,Lodgepole Pine,Rawah,_34
2505,352,14,180,36,85,195,215,157,485,Lodgepole Pine,Neota,_12
2736,327,8,362,31,1250,201,231,170,1934,Lodgepole Pine,Rawah,_13
2968,10,10,30,0,3772,209,220,148,5076,Lodgepole Pine,Comanche Peak,_31
2761,263,17,120,29,2352,177,246,207,175,Lodgepole Pine,Rawah,_35
3111,218,13,551,78,5935,205,252,181,1706,Lodgepole Pine,Comanche Peak,_32
2665,45,5,212,23,234,222,228,142,722,Lodgepole Pine,Rawah,_13
2964,149,11,306,89,4111,235,239,134,1621,Lodgepole Pine,Comanche Peak,_14
2686,234,32,124,71,295,151,248,220,1543,Lodgepole Pine,Rawah,_15
2821,115,27,60,-6,1986,254,202,56,1615,Lodgepole Pine,Rawah,_15
2807,172,20,134,27,2356,228,245,139,1006,Lodgepole Pine,Rawah,_15
3240,287,14,124,24,721,179,238,199,1048,Lodgepole Pine,Cache la Poudre,_34
2584,203,10,212,40,908,215,249,168,1115,Lodgepole Pine,Comanche Peak,_11
2854,21,17,30,11,1605,207,201,127,2764,Lodgepole Pine,Rawah,_22
2813,341,17,277,65,2397,181,212,168,696,Lodgepole Pine,Rawah,_26
3115,139,9,488,31,201,235,237,133,1634,Lodgepole Pine,Rawah,_25
3090,153,8,324,40,3726,231,241,142,2940,Lodgepole Pine,Comanche Peak,_31
2906,51,13,513,76,1660,226,211,116,2940,Lodgepole Pine,Rawah,_35
2731,71,9,408,68,467,230,223,126,2780,Lodgepole Pine,Comanche Peak,_31
3239,49,14,902,67,1431,225,209,115,2766,Lodgepole Pine,Cache la Poudre,_25
2926,58,10,618,181,1124,228,218,123,1477,Lodgepole Pine,Rawah,_34
3114,180,20,390,54,2519,223,248,148,3217,Lodgepole Pine,Rawah,_35
3027,239,12,765,62,5702,197,250,190,6078,Lodgepole Pine,Comanche Peak,_14
3144,190,17,488,132,2065,218,251,161,1924,Lodgepole Pine,Rawah,_35
2893,119,12,474,46,4057,241,229,116,5786,Lodgepole Pine,Comanche Peak,_14
2672,80,7,30,1,1433,230,228,131,3331,Lodgepole Pine,Comanche Peak,_14
3323,23,10,633,195,1315,214,218,139,2222,Lodgepole Pine,Rawah,_34
2873,310,23,376,46,1950,152,218,203,1454,Lodgepole Pine,Rawah,_33
2810,189,6,342,19,2190,221,245,159,2125,Lodgepole Pine,Comanche Peak,_14
2732,311,41,573,323,912,84,178,216,1388,Lodgepole Pine,Rawah,_30
2646,129,3,150,0,499,225,237,148,1495,Lodgepole Pine,Comanche Peak,_14
2919,289,9,212,16,5279,194,239,185,4526,Lodgepole Pine,Comanche Peak,_25
3049,102,13,350,-1,1048,241,223,110,1597,Lodgepole Pine,Comanche Peak,_31
2913,151,12,90,4,5272,236,240,132,4069,Lodgepole Pine,Comanche Peak,_31
3122,211,11,618,81,582,212,250,173,1756,Lodgepole Pine,Rawah,_25
2849,168,10,30,1,4802,228,244,147,30,Lodgepole Pine,Comanche Peak,_32
3109,317,10,190,9,1041,195,232,177,1699,Lodgepole Pine,Cache la Poudre,_26
2934,193,9,451,49,2670,220,247,162,2190,Lodgepole Pine,Rawah,_28
3075,343,22,811,316,937,170,201,166,1626,Lodgepole Pine,Rawah,_35
3009,274,20,335,98,5755,162,241,216,1254,Lodgepole Pine,Comanche Peak,_31
2921,351,17,700,155,2337,188,209,158,731,Lodgepole Pine,Rawah,_13
2894,25,14,124,30,2022,212,208,130,1864,Lodgepole Pine,Rawah,_15
2642,151,25,127,48,1734,242,230,102,1190,Lodgepole Pine,Comanche Peak,_32
2841,124,17,459,70,990,246,226,102,2624,Lodgepole Pine,Rawah,_13
3205,274,11,481,30,582,192,243,191,997,Lodgepole Pine,Rawah,_34
2788,13,5,90,4,2321,215,229,151,1290,Lodgepole Pine,Comanche Peak,_25
2818,56,10,277,40,3645,227,218,124,5675,Lodgepole Pine,Comanche Peak,_14
3017,14,7,616,37,1237,213,225,149,2367,Lodgepole Pine,Comanche Peak,_31
